hospName,topWait,updateTime,updateDate
Yan Chai Hospital,2.5,2019-04-21 14:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 14:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 14:30:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 14:30:00,2019-04-21
North District Hospital,4.5,2019-04-21 14:30:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 14:30:00,2019-04-21
Princess Margaret Hospital,3.5,2019-04-21 14:30:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 14:30:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 14:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 14:30:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 14:30:00,2019-04-21
Queen Mary Hospital,2.5,2019-04-21 14:30:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 14:30:00,2019-04-21
St John Hospital,0.5,2019-04-21 14:30:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 14:30:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 14:30:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 14:30:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 14:30:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 14:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 14:45:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 14:45:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 14:45:00,2019-04-21
North District Hospital,4.5,2019-04-21 14:45:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 14:45:00,2019-04-21
Princess Margaret Hospital,4.5,2019-04-21 14:45:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 14:45:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 14:45:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 14:45:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 14:45:00,2019-04-21
Queen Mary Hospital,2.5,2019-04-21 14:45:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 14:45:00,2019-04-21
St John Hospital,0.5,2019-04-21 14:45:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 14:45:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 14:45:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 14:45:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 14:45:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 14:45:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 15:00:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 15:00:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 15:00:00,2019-04-21
North District Hospital,4.5,2019-04-21 15:00:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 15:00:00,2019-04-21
Princess Margaret Hospital,4.5,2019-04-21 15:00:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 15:00:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 15:00:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 15:00:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 15:00:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 15:00:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 15:00:00,2019-04-21
St John Hospital,0.5,2019-04-21 15:00:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 15:00:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 15:00:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 15:00:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 15:00:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 15:00:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 15:15:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 15:15:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 15:15:00,2019-04-21
North District Hospital,4.5,2019-04-21 15:15:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 15:15:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 15:15:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 15:15:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 15:15:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 15:15:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 15:15:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 15:15:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 15:15:00,2019-04-21
St John Hospital,0.5,2019-04-21 15:15:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 15:15:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 15:15:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 15:15:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 15:15:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 15:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 15:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 15:30:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 15:30:00,2019-04-21
North District Hospital,4.5,2019-04-21 15:30:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 15:30:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 15:30:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 15:30:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 15:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 15:30:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 15:30:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 15:30:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 15:30:00,2019-04-21
St John Hospital,0.5,2019-04-21 15:30:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 15:30:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 15:30:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 15:30:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 15:30:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 15:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 15:45:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 15:45:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 15:45:00,2019-04-21
North District Hospital,4.5,2019-04-21 15:45:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 15:45:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 15:45:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 15:45:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 15:45:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 15:45:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 15:45:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 15:45:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 15:45:00,2019-04-21
St John Hospital,0.5,2019-04-21 15:45:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 15:45:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 15:45:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 15:45:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 15:45:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 15:45:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 16:00:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 16:00:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 16:00:00,2019-04-21
North District Hospital,3.5,2019-04-21 16:00:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 16:00:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 16:00:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 16:00:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 16:00:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 16:00:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 16:00:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 16:00:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 16:00:00,2019-04-21
St John Hospital,0.5,2019-04-21 16:00:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 16:00:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 16:00:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 16:00:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 16:00:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 16:00:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 16:15:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 16:15:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 16:15:00,2019-04-21
North District Hospital,3.5,2019-04-21 16:15:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 16:15:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 16:15:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 16:15:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 16:15:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 16:15:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 16:15:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 16:15:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 16:15:00,2019-04-21
St John Hospital,0.5,2019-04-21 16:15:00,2019-04-21
Tseung Kwan O Hospital,3.5,2019-04-21 16:15:00,2019-04-21
Tuen Mun Hospital,2.5,2019-04-21 16:15:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 16:15:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 16:15:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 16:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 16:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 16:30:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 16:30:00,2019-04-21
North District Hospital,3.5,2019-04-21 16:30:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 16:30:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 16:30:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 16:30:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 16:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 16:30:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 16:30:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 16:30:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 16:30:00,2019-04-21
St John Hospital,0.5,2019-04-21 16:30:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 16:30:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 16:30:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 16:30:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 16:30:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 16:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 16:45:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 16:45:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 16:45:00,2019-04-21
North District Hospital,3.5,2019-04-21 16:45:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 16:45:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 16:45:00,2019-04-21
Pok Oi Hospital,1.5,2019-04-21 16:45:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 16:45:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 16:45:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 16:45:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 16:45:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 16:45:00,2019-04-21
St John Hospital,0.5,2019-04-21 16:45:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 16:45:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 16:45:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 16:45:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 16:45:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 16:45:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 17:00:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 17:00:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 17:00:00,2019-04-21
North District Hospital,3.5,2019-04-21 17:00:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 17:00:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 17:00:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 17:00:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 17:00:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 17:00:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 17:00:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 17:00:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 17:00:00,2019-04-21
St John Hospital,0.5,2019-04-21 17:00:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 17:00:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 17:00:00,2019-04-21
Tin Shui Wai Hospital,2.5,2019-04-21 17:00:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 17:00:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 17:00:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 17:15:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 17:15:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 17:15:00,2019-04-21
North District Hospital,3.5,2019-04-21 17:15:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 17:15:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 17:15:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 17:15:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 17:15:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 17:15:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 17:15:00,2019-04-21
Queen Mary Hospital,0.5,2019-04-21 17:15:00,2019-04-21
Ruttonjee Hospital,1.5,2019-04-21 17:15:00,2019-04-21
St John Hospital,0.5,2019-04-21 17:15:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 17:15:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 17:15:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 17:15:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 17:15:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 17:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 17:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 17:30:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 17:30:00,2019-04-21
North District Hospital,3.5,2019-04-21 17:30:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 17:30:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 17:30:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 17:30:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 17:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 17:30:00,2019-04-21
Queen Elizabeth Hospital,2.5,2019-04-21 17:30:00,2019-04-21
Queen Mary Hospital,0.5,2019-04-21 17:30:00,2019-04-21
Ruttonjee Hospital,1.5,2019-04-21 17:30:00,2019-04-21
St John Hospital,0.5,2019-04-21 17:30:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 17:30:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 17:30:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 17:30:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 17:30:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 17:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 17:45:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 17:45:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 17:45:00,2019-04-21
North District Hospital,3.5,2019-04-21 17:45:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 17:45:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 17:45:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 17:45:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 17:45:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 17:45:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 17:45:00,2019-04-21
Queen Mary Hospital,0.5,2019-04-21 17:45:00,2019-04-21
Ruttonjee Hospital,1.5,2019-04-21 17:45:00,2019-04-21
St John Hospital,0.5,2019-04-21 17:45:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 17:45:00,2019-04-21
Tuen Mun Hospital,3.5,2019-04-21 17:45:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 17:45:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 17:45:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 17:45:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,2.5,2019-04-21 18:00:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 18:00:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 18:00:00,2019-04-21
North District Hospital,3.5,2019-04-21 18:00:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 18:00:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 18:00:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 18:00:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 18:00:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 18:00:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 18:00:00,2019-04-21
Queen Mary Hospital,0.5,2019-04-21 18:00:00,2019-04-21
Ruttonjee Hospital,1.5,2019-04-21 18:00:00,2019-04-21
St John Hospital,0.5,2019-04-21 18:00:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 18:00:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 18:00:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 18:00:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 18:00:00,2019-04-21
Yan Chai Hospital,2.5,2019-04-21 18:00:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 18:15:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 18:15:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 18:15:00,2019-04-21
North District Hospital,3.5,2019-04-21 18:15:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 18:15:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 18:15:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 18:15:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 18:15:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,4.5,2019-04-21 18:15:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 18:15:00,2019-04-21
Queen Mary Hospital,0.5,2019-04-21 18:15:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 18:15:00,2019-04-21
St John Hospital,1.5,2019-04-21 18:15:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 18:15:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 18:15:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 18:15:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 18:15:00,2019-04-21
Yan Chai Hospital,1.5,2019-04-21 18:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 18:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 18:30:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 18:30:00,2019-04-21
North District Hospital,2.5,2019-04-21 18:30:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 18:30:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 18:30:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 18:30:00,2019-04-21
Prince of Wales Hospital,3.5,2019-04-21 18:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 18:30:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 18:30:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 18:30:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 18:30:00,2019-04-21
St John Hospital,1.5,2019-04-21 18:30:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 18:30:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 18:30:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 18:30:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 18:30:00,2019-04-21
Yan Chai Hospital,1.5,2019-04-21 18:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 18:45:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 18:45:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 18:45:00,2019-04-21
North District Hospital,2.5,2019-04-21 18:45:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 18:45:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 18:45:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 18:45:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 18:45:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 18:45:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 18:45:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 18:45:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 18:45:00,2019-04-21
St John Hospital,1.5,2019-04-21 18:45:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 18:45:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 18:45:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 18:45:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 18:45:00,2019-04-21
Yan Chai Hospital,1.5,2019-04-21 18:45:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 19:00:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 19:00:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 19:00:00,2019-04-21
North District Hospital,2.5,2019-04-21 19:00:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 19:00:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 19:00:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 19:00:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 19:00:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 19:00:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 19:00:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 19:00:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 19:00:00,2019-04-21
St John Hospital,1.5,2019-04-21 19:00:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 19:00:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 19:00:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 19:00:00,2019-04-21
United Christian Hospital,3.5,2019-04-21 19:00:00,2019-04-21
Yan Chai Hospital,0.5,2019-04-21 19:00:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 19:15:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 19:15:00,2019-04-21
Kwong Wah Hospital,6.5,2019-04-21 19:15:00,2019-04-21
North District Hospital,2.5,2019-04-21 19:15:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 19:15:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 19:15:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 19:15:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 19:15:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 19:15:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 19:15:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 19:15:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 19:15:00,2019-04-21
St John Hospital,1.5,2019-04-21 19:15:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 19:15:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 19:15:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 19:15:00,2019-04-21
United Christian Hospital,4.5,2019-04-21 19:15:00,2019-04-21
Yan Chai Hospital,0.5,2019-04-21 19:15:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 19:30:00,2019-04-21
Caritas Medical Centre,1.5,2019-04-21 19:30:00,2019-04-21
Kwong Wah Hospital,5.5,2019-04-21 19:30:00,2019-04-21
North District Hospital,2.5,2019-04-21 19:30:00,2019-04-21
North Lantau Hospital,0.5,2019-04-21 19:30:00,2019-04-21
Princess Margaret Hospital,5.5,2019-04-21 19:30:00,2019-04-21
Pok Oi Hospital,2.5,2019-04-21 19:30:00,2019-04-21
Prince of Wales Hospital,2.5,2019-04-21 19:30:00,2019-04-21
Pamela Youde Nethersole Eastern Hospital,3.5,2019-04-21 19:30:00,2019-04-21
Queen Elizabeth Hospital,3.5,2019-04-21 19:30:00,2019-04-21
Queen Mary Hospital,1.5,2019-04-21 19:30:00,2019-04-21
Ruttonjee Hospital,2.5,2019-04-21 19:30:00,2019-04-21
St John Hospital,1.5,2019-04-21 19:30:00,2019-04-21
Tseung Kwan O Hospital,4.5,2019-04-21 19:30:00,2019-04-21
Tuen Mun Hospital,4.5,2019-04-21 19:30:00,2019-04-21
Tin Shui Wai Hospital,1.5,2019-04-21 19:30:00,2019-04-21
United Christian Hospital,4.5,2019-04-21 19:30:00,2019-04-21
Yan Chai Hospital,1.5,2019-04-21 19:30:00,2019-04-21
Alice Ho Miu Ling Nethersole Hospital,1.5,2019-04-21 19:45:00,2019-04-21
Caritas Medical Centre,0.5,2019-04-21 19:45:00,2019-04-21
Kwong Wah Hospital,5.5,2019-04-21 19:45:00,2019-04-21
North District Hospital,2.5,2019-04-21 19:45:00,2019-04-21
North Lantau Hospital,1.5,2019-04-21 19:45:00,2019-04-21
